"order_id";"order_create_date";"order_pickup_date";"order_pickup_store";"pickup_store_name";"pickup_store_address";"pickup_store_phone";"pickup_store_city";"pickup_store_state";"order_return_date";"order_return_store";"return_store_name";"return_store_address";"return_store_phone";"return_store_city";"return_store_state"
467;"20061010";"20061010";27;"Townsville_store";"8211 Leeds Ct.";"1 (11) 543 535-0131";"Townsville                    ";"Queensland";"20061016";33;"Cranbourne_store";"626 Bentley Street";"1 (11) 543 535-0169";"Cranbourne                    ";"Victoria"
468;"20061011";"20061012";10;"Newcastle_store";"3839 Northgate Road";"1 (11) 543 535-0110";"Newcastle                     ";"New South Wales";"20061019";28;"Cloverdale_store";"213 Valencia Place";"1 (11) 543 535-0184";"Cloverdale                    ";"South Australia"
469;"20061012";"20061012";29;"Findon_store";"9111 Rose Ann Ave";"1 (11) 543 535-0116";"Findon                        ";"South Australia";"20061024";40;"Warrnambool_store";"9353 Creekside Dr.";"1 (11) 543 535-0183";"Warrnambool                   ";"Victoria"
470;"20061013";"20061016";30;"Perth_store";"6385 Mark Twain";"1 (11) 543 535-0146";"Perth                         ";"South Australia";"20061018";16;"Springwood_store";"244 Willow Pass Road";"208-535-0142";"Springwood                    ";"New South Wales"
471;"20061014";"20061014";31;"Hobart_store";"636 Vine Hill Way";"1 (11) 543 535-0182";"Hobart                        ";"Tasmania";"20061019";31;"Hobart_store";"636 Vine Hill Way";"1 (11) 543 535-0182";"Hobart                        ";"Tasmania"
472;"20061015";"20061016";32;"Bendigo_store";"6465 Detroit Ave.";"1 (11) 543 535-0195";"Bendigo                       ";"Victoria";"20061023";32;"Bendigo_store";"6465 Detroit Ave.";"1 (11) 543 535-0195";"Bendigo                       ";"Victoria"
473;"20061016";"20061016";33;"Cranbourne_store";"626 Bentley Street";"1 (11) 543 535-0169";"Cranbourne                    ";"Victoria";"20061020";37;"Seaford_store";"3981 Augustine Drive";"115-535-0183";"Seaford                       ";"Victoria"
474;"20061017";"20061018";16;"Springwood_store";"244 Willow Pass Road";"208-535-0142";"Springwood                    ";"New South Wales";"20061025";34;"Geelong_store";"5927 Rainbow Dr";"1 (11) 543 535-0137";"Geelong                       ";"Victoria"
475;"20061018";"20061018";35;"Melbourne_store";"5167 Condor Place";"1 (11) 543 535-0136";"Melbourne                     ";"Victoria";"20061022";36;"Melton_store";"1873 Mt. Whitney Dr";"1 (11) 543 535-0177";"Melton                        ";"Victoria"
476;"20061019";"20061022";36;"Melton_store";"1873 Mt. Whitney Dr";"1 (11) 543 535-0177";"Melton                        ";"Victoria";"20061027";36;"Melton_store";"1873 Mt. Whitney Dr";"1 (11) 543 535-0177";"Melton                        ";"Victoria"
477;"20061020";"20061020";37;"Seaford_store";"3981 Augustine Drive";"115-535-0183";"Seaford                       ";"Victoria";"20061025";37;"Seaford_store";"3981 Augustine Drive";"115-535-0183";"Seaford                       ";"Victoria"
478;"20061021";"20061021";17;"St. Leonards_store";"9666 Northridge Ct.";"135-535-0171";"St. Leonards                  ";"New South Wales";"20061022";18;"Sydney_store";"7330 Saddlehill Lane";"1 (11) 543 535-0195";"Sydney                        ";"New South Wales"
479;"20061022";"20061022";18;"Sydney_store";"7330 Saddlehill Lane";"1 (11) 543 535-0195";"Sydney                        ";"New South Wales";"20061028";24;"Hawthorne_store";"4499 Valley Crest";"452-535-0188";"Hawthorne                     ";"Queensland"
480;"20061023";"20061024";40;"Warrnambool_store";"9353 Creekside Dr.";"1 (11) 543 535-0183";"Warrnambool                   ";"Victoria";"20061111";40;"Warrnambool_store";"9353 Creekside Dr.";"1 (11) 543 535-0183";"Warrnambool                   ";"Victoria"
481;"20061024";"20061024";1;"Alexandria_stroe";"3761 N. 14th St";"1 (11) 543 535-0162";"Alexandria                    ";"New South Wales";"20061026";3;"Darlinghurst_store";"5844 Linden Land";"1 (11) 543 535-0184";"Darlinghurst                  ";"New South Wales"
482;"20061025";"20061028";19;"Wollongong_store";"244 Rivewview";"1 (11) 543 535-0137";"Wollongong                    ";"New South Wales";"20061027";21;"Caloundra_store";"7156 Rose Dr.";"550-535-0163";"Caloundra                     ";"Queensland"
483;"20061026";"20061026";3;"Darlinghurst_store";"5844 Linden Land";"1 (11) 543 535-0184";"Darlinghurst                  ";"New South Wales";"20061110";7;"Malabar_store";"2612 Berry Dr";"1 (11) 543 535-0184";"Malabar                       ";"New South Wales"
484;"20061027";"20061027";21;"Caloundra_store";"7156 Rose Dr.";"550-535-0163";"Caloundra                     ";"Queensland";"20061108";16;"Springwood_store";"244 Willow Pass Road";"208-535-0142";"Springwood                    ";"New South Wales"
485;"20061028";"20061028";24;"Hawthorne_store";"4499 Valley Crest";"452-535-0188";"Hawthorne                     ";"Queensland";"20061112";25;"Hervey Bay_store";"8734 Oxford Place";"746-535-0186";"Hervey Bay                    ";"Queensland"
486;"20061029";"20061029";25;"Hervey Bay_store";"8734 Oxford Place";"746-535-0186";"Hervey Bay                    ";"Queensland";"20061103";30;"Perth_store";"6385 Mark Twain";"1 (11) 543 535-0146";"Perth                         ";"South Australia"
487;"20061030";"20061030";7;"Malabar_store";"2612 Berry Dr";"1 (11) 543 535-0184";"Malabar                       ";"New South Wales";"20061112";8;"Matraville_store";"942 Brook Street";"1 (11) 543 535-0126";"Matraville                    ";"New South Wales"
488;"20061031";"20061031";8;"Matraville_store";"942 Brook Street";"1 (11) 543 535-0126";"Matraville                    ";"New South Wales";"20061103";10;"Newcastle_store";"3839 Northgate Road";"1 (11) 543 535-0110";"Newcastle                     ";"New South Wales"
489;"20061101";"20061101";25;"Hervey Bay_store";"8734 Oxford Place";"746-535-0186";"Hervey Bay                    ";"Queensland";"20061106";25;"Hervey Bay_store";"8734 Oxford Place";"746-535-0186";"Hervey Bay                    ";"Queensland"
490;"20061102";"20061103";10;"Newcastle_store";"3839 Northgate Road";"1 (11) 543 535-0110";"Newcastle                     ";"New South Wales";"20061105";13;"Port Macquarie_store";"4785 Scott Street";"717-535-0164";"Port Macquarie                ";"New South Wales"
491;"20061103";"20061103";30;"Perth_store";"6385 Mark Twain";"1 (11) 543 535-0146";"Perth                         ";"South Australia";"20061107";31;"Hobart_store";"636 Vine Hill Way";"1 (11) 543 535-0182";"Hobart                        ";"Tasmania"
492;"20061104";"20061107";31;"Hobart_store";"636 Vine Hill Way";"1 (11) 543 535-0182";"Hobart                        ";"Tasmania";"20061125";31;"Hobart_store";"636 Vine Hill Way";"1 (11) 543 535-0182";"Hobart                        ";"Tasmania"
493;"20061105";"20061105";13;"Port Macquarie_store";"4785 Scott Street";"717-535-0164";"Port Macquarie                ";"New South Wales";"20061109";16;"Springwood_store";"244 Willow Pass Road";"208-535-0142";"Springwood                    ";"New South Wales"
494;"20061106";"20061109";12;"North Sydney_store";"1224 Shoenic";"1 (11) 543 535-0117";"North Sydney                  ";"New South Wales";"20061111";18;"Sydney_store";"7330 Saddlehill Lane";"1 (11) 543 535-0195";"Sydney                        ";"New South Wales"
495;"20061107";"20061108";16;"Springwood_store";"244 Willow Pass Road";"208-535-0142";"Springwood                    ";"New South Wales";"20061128";16;"Springwood_store";"244 Willow Pass Road";"208-535-0142";"Springwood                    ";"New South Wales"
496;"20061108";"20061109";16;"Springwood_store";"244 Willow Pass Road";"208-535-0142";"Springwood                    ";"New South Wales";"20061129";36;"Melton_store";"1873 Mt. Whitney Dr";"1 (11) 543 535-0177";"Melton                        ";"Victoria"
497;"20061109";"20061109";13;"Port Macquarie_store";"4785 Scott Street";"717-535-0164";"Port Macquarie                ";"New South Wales";"20061210";13;"Port Macquarie_store";"4785 Scott Street";"717-535-0164";"Port Macquarie                ";"New South Wales"
498;"20061110";"20061110";19;"Wollongong_store";"244 Rivewview";"1 (11) 543 535-0137";"Wollongong                    ";"New South Wales";"20061118";18;"Sydney_store";"7330 Saddlehill Lane";"1 (11) 543 535-0195";"Sydney                        ";"New South Wales"
499;"20061111";"20061112";20;"Brisbane_store";"7832 Landing Dr";"262-535-0112";"Brisbane                      ";"Queensland";"20061119";19;"Wollongong_store";"244 Rivewview";"1 (11) 543 535-0137";"Wollongong                    ";"New South Wales"
500;"20061112";"20061115";21;"Caloundra_store";"7156 Rose Dr.";"550-535-0163";"Caloundra                     ";"Queensland";"20061210";18;"Sydney_store";"7330 Saddlehill Lane";"1 (11) 543 535-0195";"Sydney                        ";"New South Wales"
501;"20061113";"20061113";21;"Caloundra_store";"7156 Rose Dr.";"550-535-0163";"Caloundra                     ";"Queensland";"20061118";14;"Rhodes_store";"7902 Hudson Ave.";"817-535-0185";"Rhodes                        ";"New South Wales"
502;"20061114";"20061114";18;"Sydney_store";"7330 Saddlehill Lane";"1 (11) 543 535-0195";"Sydney                        ";"New South Wales";"20061215";18;"Sydney_store";"7330 Saddlehill Lane";"1 (11) 543 535-0195";"Sydney                        ";"New South Wales"
503;"20061115";"20061115";23;"Gold Coast_store";"1769 Nicholas Drive";"589-535-0185";"Gold Coast                    ";"Queensland";"20061120";8;"Matraville_store";"942 Brook Street";"1 (11) 543 535-0126";"Matraville                    ";"New South Wales"
504;"20061116";"20061119";24;"Hawthorne_store";"4499 Valley Crest";"452-535-0188";"Hawthorne                     ";"Queensland";"20061124";13;"Port Macquarie_store";"4785 Scott Street";"717-535-0164";"Port Macquarie                ";"New South Wales"
505;"20061117";"20061118";26;"Rockhampton_store";"2596 Franklin Canyon Road";"1 (11) 543 535-0178";"Rockhampton                   ";"Queensland";"20061218";26;"Rockhampton_store";"2596 Franklin Canyon Road";"1 (11) 543 535-0178";"Rockhampton                   ";"Queensland"
506;"20061118";"20061119";26;"Rockhampton_store";"2596 Franklin Canyon Road";"1 (11) 543 535-0178";"Rockhampton                   ";"Queensland";"20061127";26;"Rockhampton_store";"2596 Franklin Canyon Road";"1 (11) 543 535-0178";"Rockhampton                   ";"Queensland"
507;"20061119";"20061119";27;"Townsville_store";"8211 Leeds Ct.";"1 (11) 543 535-0131";"Townsville                    ";"Queensland";"20061127";16;"Springwood_store";"244 Willow Pass Road";"208-535-0142";"Springwood                    ";"New South Wales"
508;"20061120";"20061121";28;"Cloverdale_store";"213 Valencia Place";"1 (11) 543 535-0184";"Cloverdale                    ";"South Australia";"20061128";28;"Cloverdale_store";"213 Valencia Place";"1 (11) 543 535-0184";"Cloverdale                    ";"South Australia"
509;"20061121";"20061121";29;"Findon_store";"9111 Rose Ann Ave";"1 (11) 543 535-0116";"Findon                        ";"South Australia";"20061129";29;"Findon_store";"9111 Rose Ann Ave";"1 (11) 543 535-0116";"Findon                        ";"South Australia"
510;"20061122";"20061125";30;"Perth_store";"6385 Mark Twain";"1 (11) 543 535-0146";"Perth                         ";"South Australia";"20061210";11;"North Ryde_store";"7800 Corrinne Court";"1 (11) 543 535-0169";"North Ryde                    ";"New South Wales"
511;"20061123";"20061124";14;"Rhodes_store";"7902 Hudson Ave.";"817-535-0185";"Rhodes                        ";"New South Wales";"20061126";15;"Silverwater_store";"9011 Tank Drive";"431-535-0156";"Silverwater                   ";"New South Wales"
512;"20061124";"20061127";15;"Silverwater_store";"9011 Tank Drive";"431-535-0156";"Silverwater                   ";"New South Wales";"20061126";16;"Springwood_store";"244 Willow Pass Road";"208-535-0142";"Springwood                    ";"New South Wales"
513;"20061125";"20061126";16;"Springwood_store";"244 Willow Pass Road";"208-535-0142";"Springwood                    ";"New South Wales";"20061126";17;"St. Leonards_store";"9666 Northridge Ct.";"135-535-0171";"St. Leonards                  ";"New South Wales"
514;"20061126";"20061126";17;"St. Leonards_store";"9666 Northridge Ct.";"135-535-0171";"St. Leonards                  ";"New South Wales";"20061127";18;"Sydney_store";"7330 Saddlehill Lane";"1 (11) 543 535-0195";"Sydney                        ";"New South Wales"
515;"20061127";"20061127";18;"Sydney_store";"7330 Saddlehill Lane";"1 (11) 543 535-0195";"Sydney                        ";"New South Wales";"20061215";18;"Sydney_store";"7330 Saddlehill Lane";"1 (11) 543 535-0195";"Sydney                        ";"New South Wales"
516;"20061128";"20061128";36;"Melton_store";"1873 Mt. Whitney Dr";"1 (11) 543 535-0177";"Melton                        ";"Victoria";"20061129";37;"Seaford_store";"3981 Augustine Drive";"115-535-0183";"Seaford                       ";"Victoria"
517;"20061129";"20061129";37;"Seaford_store";"3981 Augustine Drive";"115-535-0183";"Seaford                       ";"Victoria";"20061201";39;"Sunbury_store";"8357 Sandy Cove Lane";"1 (11) 543 535-0114";"Sunbury                       ";"Victoria"
518;"20061130";"20061130";18;"Sydney_store";"7330 Saddlehill Lane";"1 (11) 543 535-0195";"Sydney                        ";"New South Wales";"20061215";18;"Sydney_store";"7330 Saddlehill Lane";"1 (11) 543 535-0195";"Sydney                        ";"New South Wales"
519;"20061201";"20061201";39;"Sunbury_store";"8357 Sandy Cove Lane";"1 (11) 543 535-0114";"Sunbury                       ";"Victoria";"20061209";39;"Sunbury_store";"8357 Sandy Cove Lane";"1 (11) 543 535-0114";"Sunbury                       ";"Victoria"
520;"20061202";"20061203";40;"Warrnambool_store";"9353 Creekside Dr.";"1 (11) 543 535-0183";"Warrnambool                   ";"Victoria";"20061209";7;"Malabar_store";"2612 Berry Dr";"1 (11) 543 535-0184";"Malabar                       ";"New South Wales"
521;"20061203";"20061203";1;"Alexandria_stroe";"3761 N. 14th St";"1 (11) 543 535-0162";"Alexandria                    ";"New South Wales";"20070108";18;"Sydney_store";"7330 Saddlehill Lane";"1 (11) 543 535-0195";"Sydney                        ";"New South Wales"
522;"20061204";"20061205";20;"Brisbane_store";"7832 Landing Dr";"262-535-0112";"Brisbane                      ";"Queensland";"20061213";11;"North Ryde_store";"7800 Corrinne Court";"1 (11) 543 535-0169";"North Ryde                    ";"New South Wales"
523;"20061205";"20061205";24;"Hawthorne_store";"4499 Valley Crest";"452-535-0188";"Hawthorne                     ";"Queensland";"20061219";16;"Springwood_store";"244 Willow Pass Road";"208-535-0142";"Springwood                    ";"New South Wales"
524;"20061206";"20061207";4;"Goulburn_store";"1825 Village Pl.";"1 (11) 543 535-0162";"Goulburn                      ";"New South Wales";"20061215";13;"Port Macquarie_store";"4785 Scott Street";"717-535-0164";"Port Macquarie                ";"New South Wales"
525;"20061207";"20061207";5;"Lane Cove_store";"7553 Harness Circle";"1 (11) 543 535-0131";"Lane Cove                     ";"New South Wales";"20061217";15;"Silverwater_store";"9011 Tank Drive";"431-535-0156";"Silverwater                   ";"New South Wales"
526;"20061208";"20061208";6;"Lavender Bay_store";"7305 Humphrey Drive";"1 (11) 543 535-0151";"Lavender Bay                  ";"New South Wales";"20070112";40;"Warrnambool_store";"9353 Creekside Dr.";"1 (11) 543 535-0183";"Warrnambool                   ";"Victoria"
527;"20061209";"20061209";7;"Malabar_store";"2612 Berry Dr";"1 (11) 543 535-0184";"Malabar                       ";"New South Wales";"20070102";31;"Hobart_store";"636 Vine Hill Way";"1 (11) 543 535-0182";"Hobart                        ";"Tasmania"
528;"20061210";"20061211";8;"Matraville_store";"942 Brook Street";"1 (11) 543 535-0126";"Matraville                    ";"New South Wales";"20061220";18;"Sydney_store";"7330 Saddlehill Lane";"1 (11) 543 535-0195";"Sydney                        ";"New South Wales"
529;"20061211";"20061211";9;"Milsons Point_store";"624 Peabody Road";"1 (11) 543 535-0164";"Milsons Point                 ";"New South Wales";"20061221";19;"Wollongong_store";"244 Rivewview";"1 (11) 543 535-0137";"Wollongong                    ";"New South Wales"
530;"20061212";"20061213";10;"Newcastle_store";"3839 Northgate Road";"1 (11) 543 535-0110";"Newcastle                     ";"New South Wales";"20061221";10;"Newcastle_store";"3839 Northgate Road";"1 (11) 543 535-0110";"Newcastle                     ";"New South Wales"
531;"20061213";"20061213";11;"North Ryde_store";"7800 Corrinne Court";"1 (11) 543 535-0169";"North Ryde                    ";"New South Wales";"20061222";11;"North Ryde_store";"7800 Corrinne Court";"1 (11) 543 535-0169";"North Ryde                    ";"New South Wales"
532;"20061214";"20061214";15;"Silverwater_store";"9011 Tank Drive";"431-535-0156";"Silverwater                   ";"New South Wales";"20061216";17;"St. Leonards_store";"9666 Northridge Ct.";"135-535-0171";"St. Leonards                  ";"New South Wales"
533;"20061215";"20061215";13;"Port Macquarie_store";"4785 Scott Street";"717-535-0164";"Port Macquarie                ";"New South Wales";"20061219";17;"St. Leonards_store";"9666 Northridge Ct.";"135-535-0171";"St. Leonards                  ";"New South Wales"
534;"20061216";"20061216";17;"St. Leonards_store";"9666 Northridge Ct.";"135-535-0171";"St. Leonards                  ";"New South Wales";"20070117";17;"St. Leonards_store";"9666 Northridge Ct.";"135-535-0171";"St. Leonards                  ";"New South Wales"
535;"20061217";"20061217";15;"Silverwater_store";"9011 Tank Drive";"431-535-0156";"Silverwater                   ";"New South Wales";"20061225";15;"Silverwater_store";"9011 Tank Drive";"431-535-0156";"Silverwater                   ";"New South Wales"
536;"20061218";"20061219";16;"Springwood_store";"244 Willow Pass Road";"208-535-0142";"Springwood                    ";"New South Wales";"20070106";34;"Geelong_store";"5927 Rainbow Dr";"1 (11) 543 535-0137";"Geelong                       ";"Victoria"
537;"20061219";"20061219";17;"St. Leonards_store";"9666 Northridge Ct.";"135-535-0171";"St. Leonards                  ";"New South Wales";"20070106";35;"Melbourne_store";"5167 Condor Place";"1 (11) 543 535-0136";"Melbourne                     ";"Victoria"
538;"20061220";"20061220";18;"Sydney_store";"7330 Saddlehill Lane";"1 (11) 543 535-0195";"Sydney                        ";"New South Wales";"20070110";39;"Sunbury_store";"8357 Sandy Cove Lane";"1 (11) 543 535-0114";"Sunbury                       ";"Victoria"
539;"20061221";"20061221";19;"Wollongong_store";"244 Rivewview";"1 (11) 543 535-0137";"Wollongong                    ";"New South Wales";"20061229";19;"Wollongong_store";"244 Rivewview";"1 (11) 543 535-0137";"Wollongong                    ";"New South Wales"
540;"20061222";"20061223";20;"Brisbane_store";"7832 Landing Dr";"262-535-0112";"Brisbane                      ";"Queensland";"20070108";16;"Springwood_store";"244 Willow Pass Road";"208-535-0142";"Springwood                    ";"New South Wales"
541;"20061223";"20061223";21;"Caloundra_store";"7156 Rose Dr.";"550-535-0163";"Caloundra                     ";"Queensland";"20061228";21;"Caloundra_store";"7156 Rose Dr.";"550-535-0163";"Caloundra                     ";"Queensland"
542;"20061224";"20061225";26;"Rockhampton_store";"2596 Franklin Canyon Road";"1 (11) 543 535-0178";"Rockhampton                   ";"Queensland";"20070113";26;"Rockhampton_store";"2596 Franklin Canyon Road";"1 (11) 543 535-0178";"Rockhampton                   ";"Queensland"
543;"20061225";"20061225";23;"Gold Coast_store";"1769 Nicholas Drive";"589-535-0185";"Gold Coast                    ";"Queensland";"20070105";9;"Milsons Point_store";"624 Peabody Road";"1 (11) 543 535-0164";"Milsons Point                 ";"New South Wales"
544;"20061226";"20061226";24;"Hawthorne_store";"4499 Valley Crest";"452-535-0188";"Hawthorne                     ";"Queensland";"20070114";24;"Hawthorne_store";"4499 Valley Crest";"452-535-0188";"Hawthorne                     ";"Queensland"
545;"20061227";"20061227";25;"Hervey Bay_store";"8734 Oxford Place";"746-535-0186";"Hervey Bay                    ";"Queensland";"20070112";11;"North Ryde_store";"7800 Corrinne Court";"1 (11) 543 535-0169";"North Ryde                    ";"New South Wales"
546;"20061228";"20061228";29;"Findon_store";"9111 Rose Ann Ave";"1 (11) 543 535-0116";"Findon                        ";"South Australia";"20070119";11;"North Ryde_store";"7800 Corrinne Court";"1 (11) 543 535-0169";"North Ryde                    ";"New South Wales"
547;"20061229";"20061229";9;"Milsons Point_store";"624 Peabody Road";"1 (11) 543 535-0164";"Milsons Point                 ";"New South Wales";"20070114";13;"Port Macquarie_store";"4785 Scott Street";"717-535-0164";"Port Macquarie                ";"New South Wales"
548;"20061230";"20061230";28;"Cloverdale_store";"213 Valencia Place";"1 (11) 543 535-0184";"Cloverdale                    ";"South Australia";"20070115";28;"Cloverdale_store";"213 Valencia Place";"1 (11) 543 535-0184";"Cloverdale                    ";"South Australia"
549;"20061231";"20061231";29;"Findon_store";"9111 Rose Ann Ave";"1 (11) 543 535-0116";"Findon                        ";"South Australia";"20070119";29;"Findon_store";"9111 Rose Ann Ave";"1 (11) 543 535-0116";"Findon                        ";"South Australia"
550;"20070101";"20070101";30;"Perth_store";"6385 Mark Twain";"1 (11) 543 535-0146";"Perth                         ";"South Australia";"20070109";30;"Perth_store";"6385 Mark Twain";"1 (11) 543 535-0146";"Perth                         ";"South Australia"
551;"20070102";"20070102";31;"Hobart_store";"636 Vine Hill Way";"1 (11) 543 535-0182";"Hobart                        ";"Tasmania";"20070107";31;"Hobart_store";"636 Vine Hill Way";"1 (11) 543 535-0182";"Hobart                        ";"Tasmania"
552;"20070103";"20070106";9;"Milsons Point_store";"624 Peabody Road";"1 (11) 543 535-0164";"Milsons Point                 ";"New South Wales";"20070105";10;"Newcastle_store";"3839 Northgate Road";"1 (11) 543 535-0110";"Newcastle                     ";"New South Wales"
553;"20070104";"20070105";10;"Newcastle_store";"3839 Northgate Road";"1 (11) 543 535-0110";"Newcastle                     ";"New South Wales";"20070118";21;"Caloundra_store";"7156 Rose Dr.";"550-535-0163";"Caloundra                     ";"Queensland"
554;"20070105";"20070106";34;"Geelong_store";"5927 Rainbow Dr";"1 (11) 543 535-0137";"Geelong                       ";"Victoria";"20070113";34;"Geelong_store";"5927 Rainbow Dr";"1 (11) 543 535-0137";"Geelong                       ";"Victoria"
556;"20070107";"20070108";16;"Springwood_store";"244 Willow Pass Road";"208-535-0142";"Springwood                    ";"New South Wales";"20070118";26;"Rockhampton_store";"2596 Franklin Canyon Road";"1 (11) 543 535-0178";"Rockhampton                   ";"Queensland"
557;"20070108";"20070108";18;"Sydney_store";"7330 Saddlehill Lane";"1 (11) 543 535-0195";"Sydney                        ";"New South Wales";"20070117";18;"Sydney_store";"7330 Saddlehill Lane";"1 (11) 543 535-0195";"Sydney                        ";"New South Wales"
558;"20070109";"20070110";38;"South Melbourne_store";"8915 Woodside Way";"229-535-0112";"South Melbourne               ";"Victoria";"20070114";38;"South Melbourne_store";"8915 Woodside Way";"229-535-0112";"South Melbourne               ";"Victoria"
559;"20070110";"20070110";39;"Sunbury_store";"8357 Sandy Cove Lane";"1 (11) 543 535-0114";"Sunbury                       ";"Victoria";"20070118";39;"Sunbury_store";"8357 Sandy Cove Lane";"1 (11) 543 535-0114";"Sunbury                       ";"Victoria"
560;"20070111";"20070112";40;"Warrnambool_store";"9353 Creekside Dr.";"1 (11) 543 535-0183";"Warrnambool                   ";"Victoria";"20070116";40;"Warrnambool_store";"9353 Creekside Dr.";"1 (11) 543 535-0183";"Warrnambool                   ";"Victoria"
561;"20070112";"20070112";1;"Alexandria_stroe";"3761 N. 14th St";"1 (11) 543 535-0162";"Alexandria                    ";"New South Wales";"20070203";22;"East Brisbane_store";"8148 W. Lake Dr.";"622-535-0158";"East Brisbane                 ";"Queensland"
562;"20070113";"20070113";23;"Gold Coast_store";"1769 Nicholas Drive";"589-535-0185";"Gold Coast                    ";"Queensland";"20070122";23;"Gold Coast_store";"1769 Nicholas Drive";"589-535-0185";"Gold Coast                    ";"Queensland"
563;"20070114";"20070114";3;"Darlinghurst_store";"5844 Linden Land";"1 (11) 543 535-0184";"Darlinghurst                  ";"New South Wales";"20070124";13;"Port Macquarie_store";"4785 Scott Street";"717-535-0164";"Port Macquarie                ";"New South Wales"
564;"20070115";"20070118";21;"Caloundra_store";"7156 Rose Dr.";"550-535-0163";"Caloundra                     ";"Queensland";"20070120";11;"North Ryde_store";"7800 Corrinne Court";"1 (11) 543 535-0169";"North Ryde                    ";"New South Wales"
565;"20070116";"20070116";5;"Lane Cove_store";"7553 Harness Circle";"1 (11) 543 535-0131";"Lane Cove                     ";"New South Wales";"20070123";10;"Newcastle_store";"3839 Northgate Road";"1 (11) 543 535-0110";"Newcastle                     ";"New South Wales"
566;"20070117";"20070118";26;"Rockhampton_store";"2596 Franklin Canyon Road";"1 (11) 543 535-0178";"Rockhampton                   ";"Queensland";"20070118";27;"Townsville_store";"8211 Leeds Ct.";"1 (11) 543 535-0131";"Townsville                    ";"Queensland"
567;"20070118";"20070118";27;"Townsville_store";"8211 Leeds Ct.";"1 (11) 543 535-0131";"Townsville                    ";"Queensland";"20070120";29;"Findon_store";"9111 Rose Ann Ave";"1 (11) 543 535-0116";"Findon                        ";"South Australia"
568;"20070119";"20070119";11;"North Ryde_store";"7800 Corrinne Court";"1 (11) 543 535-0169";"North Ryde                    ";"New South Wales";"20070128";11;"North Ryde_store";"7800 Corrinne Court";"1 (11) 543 535-0169";"North Ryde                    ";"New South Wales"
569;"20070120";"20070120";29;"Findon_store";"9111 Rose Ann Ave";"1 (11) 543 535-0116";"Findon                        ";"South Australia";"20070210";18;"Sydney_store";"7330 Saddlehill Lane";"1 (11) 543 535-0195";"Sydney                        ";"New South Wales"
570;"20070121";"20070122";10;"Newcastle_store";"3839 Northgate Road";"1 (11) 543 535-0110";"Newcastle                     ";"New South Wales";"20070213";12;"North Sydney_store";"1224 Shoenic";"1 (11) 543 535-0117";"North Sydney                  ";"New South Wales"
571;"20070122";"20070123";10;"Newcastle_store";"3839 Northgate Road";"1 (11) 543 535-0110";"Newcastle                     ";"New South Wales";"20070126";12;"North Sydney_store";"1224 Shoenic";"1 (11) 543 535-0117";"North Sydney                  ";"New South Wales"
572;"20070123";"20070126";12;"North Sydney_store";"1224 Shoenic";"1 (11) 543 535-0117";"North Sydney                  ";"New South Wales";"20070127";14;"Rhodes_store";"7902 Hudson Ave.";"817-535-0185";"Rhodes                        ";"New South Wales"
573;"20070124";"20070124";13;"Port Macquarie_store";"4785 Scott Street";"717-535-0164";"Port Macquarie                ";"New South Wales";"20070212";20;"Brisbane_store";"7832 Landing Dr";"262-535-0112";"Brisbane                      ";"Queensland"
574;"20070125";"20070126";14;"Rhodes_store";"7902 Hudson Ave.";"817-535-0185";"Rhodes                        ";"New South Wales";"20070128";17;"St. Leonards_store";"9666 Northridge Ct.";"135-535-0171";"St. Leonards                  ";"New South Wales"
575;"20070126";"20070127";14;"Rhodes_store";"7902 Hudson Ave.";"817-535-0185";"Rhodes                        ";"New South Wales";"20070202";20;"Brisbane_store";"7832 Landing Dr";"262-535-0112";"Brisbane                      ";"Queensland"
576;"20070127";"20070127";18;"Sydney_store";"7330 Saddlehill Lane";"1 (11) 543 535-0195";"Sydney                        ";"New South Wales";"20070218";18;"Sydney_store";"7330 Saddlehill Lane";"1 (11) 543 535-0195";"Sydney                        ";"New South Wales"
577;"20070128";"20070128";17;"St. Leonards_store";"9666 Northridge Ct.";"135-535-0171";"St. Leonards                  ";"New South Wales";"20070219";38;"South Melbourne_store";"8915 Woodside Way";"229-535-0112";"South Melbourne               ";"Victoria"
578;"20070129";"20070129";18;"Sydney_store";"7330 Saddlehill Lane";"1 (11) 543 535-0195";"Sydney                        ";"New South Wales";"20070205";25;"Hervey Bay_store";"8734 Oxford Place";"746-535-0186";"Hervey Bay                    ";"Queensland"
579;"20070130";"20070130";19;"Wollongong_store";"244 Rivewview";"1 (11) 543 535-0137";"Wollongong                    ";"New South Wales";"20070209";10;"Newcastle_store";"3839 Northgate Road";"1 (11) 543 535-0110";"Newcastle                     ";"New South Wales"
580;"20070131";"20070131";20;"Brisbane_store";"7832 Landing Dr";"262-535-0112";"Brisbane                      ";"Queensland";"20070207";9;"Milsons Point_store";"624 Peabody Road";"1 (11) 543 535-0164";"Milsons Point                 ";"New South Wales"
581;"20070201";"20070202";20;"Brisbane_store";"7832 Landing Dr";"262-535-0112";"Brisbane                      ";"Queensland";"20070204";22;"East Brisbane_store";"8148 W. Lake Dr.";"622-535-0158";"East Brisbane                 ";"Queensland"
582;"20070202";"20070203";22;"East Brisbane_store";"8148 W. Lake Dr.";"622-535-0158";"East Brisbane                 ";"Queensland";"20070207";22;"East Brisbane_store";"8148 W. Lake Dr.";"622-535-0158";"East Brisbane                 ";"Queensland"
